artist_id,artist_name,artist_url
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ
250b0Wlc5Vk0CoUsaCY84M,JENNIE,https://open.spotify.com/artist/250b0Wlc5Vk0CoUsaCY84M
1pBLC0qVRTB5zVMuteQ9jJ,Lily-Rose Depp,https://open.spotify.com/artist/1pBLC0qVRTB5zVMuteQ9jJ
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B
1HY2Jd0NmPuamShAr6KMms,Lady Gaga,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa
2PI9HrzzMTN7E5poWl4QX5,Elliot James Reay,https://open.spotify.com/artist/2PI9HrzzMTN7E5poWl4QX5
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq
06HL4z0CvFAxyc27GXpf02,Taylor Swift,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02
7ITMCzIU9uII8gwRg8JAhc,Odetari,https://open.spotify.com/artist/7ITMCzIU9uII8gwRg8JAhc
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH
1JspXUvEv3D9ddMeLNqYWj,flowerovlove,https://open.spotify.com/artist/1JspXUvEv3D9ddMeLNqYWj
1iCnM8foFssWlPRLfAbIwo,Gigi Perez,https://open.spotify.com/artist/1iCnM8foFssWlPRLfAbIwo
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg
4nVa6XlBFlIkF6msW57PHp,Hanumankind,https://open.spotify.com/artist/4nVa6XlBFlIkF6msW57PHp
6tYCSHLtTI54AQJFOMfU45,Kalmi,https://open.spotify.com/artist/6tYCSHLtTI54AQJFOMfU45
1WaFQSHVGZQJTbf0BdxdNo,Tommy Richman,https://open.spotify.com/artist/1WaFQSHVGZQJTbf0BdxdNo
3AVfmawzu83sp94QW7CEGm,Astrid S,https://open.spotify.com/artist/3AVfmawzu83sp94QW7CEGm
5XKFrudbV4IiuE5WuTPRmT,Stephen Sanchez,https://open.spotify.com/artist/5XKFrudbV4IiuE5WuTPRmT
7o2ZQYM7nTsaVdkXY38UAA,Em Beihold,https://open.spotify.com/artist/7o2ZQYM7nTsaVdkXY38UAA
2FXC3k01G6Gw61bmprjgqS,Hozier,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS
7GlBOeep6PqTfFi59PTUUN,Chappell Roan,https://open.spotify.com/artist/7GlBOeep6PqTfFi59PTUUN
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ
2yEkZBBjhzKzt6LF5XMaFi,Blue,https://open.spotify.com/artist/2yEkZBBjhzKzt6LF5XMaFi
69bG9tC62d8oTFC9aTTosn,New West,https://open.spotify.com/artist/69bG9tC62d8oTFC9aTTosn
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR
6tbjWDEIzxoDsBA1FuhfPW,Madonna,https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG
21UPYSRWFKwtqvSAnFnSvS,Amaarae,https://open.spotify.com/artist/21UPYSRWFKwtqvSAnFnSvS
3ycxRkcZ67ALN3GQJ57Vig,Masego,https://open.spotify.com/artist/3ycxRkcZ67ALN3GQJ57Vig
2FwDTncULUnmANIh7qKa5z,FKJ,https://open.spotify.com/artist/2FwDTncULUnmANIh7qKa5z
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,https://open.spotify.com/artist/3qiHUAX7zY4Qnjx8TNUzVx
49YbNTLaaAbZHLtDI2aPGL,Tesher,https://open.spotify.com/artist/49YbNTLaaAbZHLtDI2aPGL
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF
5y8tKLUfMvliMe8IKamR32,d4vd,https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32
46pWGuE3dSwY3bMMXGBvVS,Rema,https://open.spotify.com/artist/46pWGuE3dSwY3bMMXGBvVS
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai
3bY2XiDYvps2HqyLXijxgy,Girl On Couch,https://open.spotify.com/artist/3bY2XiDYvps2HqyLXijxgy
5PoZtBo8xZKqPWlZrIDq82,Billen Ted,https://open.spotify.com/artist/5PoZtBo8xZKqPWlZrIDq82
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,https://open.spotify.com/artist/5Y5TRrQiqgUO4S36tzjIRZ
63wjoROpeh5f11Qm93UiJ1,Keri Hilson,https://open.spotify.com/artist/63wjoROpeh5f11Qm93UiJ1
4TLCPR1sMYoNU1jA7O4uww,D.O.E.,https://open.spotify.com/artist/4TLCPR1sMYoNU1jA7O4uww
7tjVFCxJdwT4NdrTmjyjQ6,Muni Long,https://open.spotify.com/artist/7tjVFCxJdwT4NdrTmjyjQ6
2cBh5lVMg222FFuRU7EfDE,Sophie Ellis-Bextor,https://open.spotify.com/artist/2cBh5lVMg222FFuRU7EfDE
1iBxtU5394iPOzmot1FDUD,Leat'eq,https://open.spotify.com/artist/1iBxtU5394iPOzmot1FDUD
0xRXCcSX89eobfrshSVdyu,MEDUZA,https://open.spotify.com/artist/0xRXCcSX89eobfrshSVdyu
4gzrZDyL5gYiROkv27pYKx,Varun Jain,https://open.spotify.com/artist/4gzrZDyL5gYiROkv27pYKx
5fDx43KRyr21vME3lLxmxY,Repiet,https://open.spotify.com/artist/5fDx43KRyr21vME3lLxmxY
6iOYJDZYumYVmzxPbyfg5W,Julia Kleijn,https://open.spotify.com/artist/6iOYJDZYumYVmzxPbyfg5W
33NVpKoXjItPwUJTMZIOiY,David Kushner,https://open.spotify.com/artist/33NVpKoXjItPwUJTMZIOiY
6U3ybJ9UHNKEdsH7ktGBZ7,JID,https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7
1URnnhqYAYcrqrcwql10ft,21 Savage,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft
3IJ21966TwNZI24MwZHMu4,Baby Tate,https://open.spotify.com/artist/3IJ21966TwNZI24MwZHMu4
3TVXtAsR1Inumwj472S9r4,Drake,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
3tVQdUvClmAT7URs9V3rsp,Wizkid,https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp
77DAFfvm3O9zT5dIoG0eIO,Kyla,https://open.spotify.com/artist/77DAFfvm3O9zT5dIoG0eIO
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,https://open.spotify.com/artist/3ipn9JLAPI5GUEo4y4jcoi
2wY79sveU1sp5g7SokKOiI,Sam Smith,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI
3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,https://open.spotify.com/artist/3Xt3RrJMFv5SZkCfUE8C1J
1vCWHaC5f2uS3yhpwWbIA6,Avicii,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6
6jJ0s89eD6GaHleKKya26X,Katy Perry,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
3klZnJvYGIbWritVwQD434,Duncan Laurence,https://open.spotify.com/artist/3klZnJvYGIbWritVwQD434
0QJIPDAEDILuo8AIq3pMuU,M.I.A.,https://open.spotify.com/artist/0QJIPDAEDILuo8AIq3pMuU
53A0W3U0s8diEn9RhXQhVz,Keane,https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz
3hteYQFiMFbJY7wS0xDymP,Gesaffelstein,https://open.spotify.com/artist/3hteYQFiMFbJY7wS0xDymP
6bDWAcdtVR3WHz2xtiIPUi,Fujii Kaze,https://open.spotify.com/artist/6bDWAcdtVR3WHz2xtiIPUi
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y
4E2rKHVDssGJm2SCDOMMJB,Doechii,https://open.spotify.com/artist/4E2rKHVDssGJm2SCDOMMJB
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7
6AMd49uBDJfhf30Ak2QR5s,Coi Leray,https://open.spotify.com/artist/6AMd49uBDJfhf30Ak2QR5s
378dH6EszOLFShpRzAQkVM,Lindsey Stirling,https://open.spotify.com/artist/378dH6EszOLFShpRzAQkVM
2AsusXITU8P25dlRNhcAbG,Gotye,https://open.spotify.com/artist/2AsusXITU8P25dlRNhcAbG
6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,https://open.spotify.com/artist/6hk7Yq1DU9QcCCrz9uc0Ti
0FEJqmeLRzsXj8hgcZaAyB,Indila,https://open.spotify.com/artist/0FEJqmeLRzsXj8hgcZaAyB
